RegionName,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2013_Q1,2013_Q2, 2013_Q3,2013_Q4,2014_Q1,2014_Q2, 2014_Q3,2014_Q4,2015_Q1,2015_Q2, 2015_Q3,2015_Q4,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4
Great Seattle Area,416943.407407407,410532.148148148,404232.425925926,387784.055555556,371420.703703704,365951,362182.685185185,347051.203703704,353654.444444444,402078.888888889,414202.777777778,409829.333333333,430520.12962963,462762.981481481,467714.444444444,472868.388888889,492845.555555556,500762.925925926,501412.555555556,494190.648148148,512631.666666667,526418.462962963,531024.240740741,540456.740740741,563973.425925926,588415.592592593,593720.833333333,614878.037037037,629849.796296296,649374.722222222,654085.555555556,705571.740740741,736945.518518519,762032.388888889,751129.796296296,742083.962962963
