RegionName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
Great Seattle Area,420838.833333333,415233.055555556,414758.333333333,409361.111111111,409583.666666667,412651.666666667,409666,405816.277777778,397215,390182.777777778,389411.111111111,383758.277777778,372778.555555556,373551.888888889,367931.666666667,367224.333333333,365861.111111111,364767.555555556,365180.444444444,362652.055555556,358715.555555556,351629.166666667,347138.888888889,342385.555555556,340650,351827.777777778,368485.555555556,388553.611111111,403399.722222222,414283.333333333,417860.555555556,415193.888888889,409553.888888889,408752.777777778,410821.888888889,409913.333333333,411099.666666667,435191.333333333,445269.388888889,452101.444444444,465990.833333333,470196.666666667,470908.333333333,466200,466035,467878.222222222,472705,478021.944444444,489043.888888889,494943.333333333,494549.444444444,499848.277777778,497568.833333333,504871.666666667,505930.555555556,502216,496091.111111111,497099.722222222,495250,490222.222222222,504861.111111111,513897.777777778,519136.111111111,522030.555555556,524252.777777778,532972.055555556,530690.222222222,530626.944444444,531755.555555556,530999.666666667,538727.777777778,551642.777777778,565980,560420.833333333,565519.444444444,576641.111111111,591766.777777778,596838.888888889,594424.944444444,588933.333333333,597804.222222222,604268,620655.555555556,619710.555555556,624485.444444444,629609.5,635454.444444444,642313.888888889,650541.666666667,655268.611111111,650805.555555556,651692.777777778,659758.333333333,692670.444444444,708925.333333333,715119.444444444,733126.333333333,731329.944444444,746380.277777778,762615.222222222,762711.888888889,760770.055555556,759599.444444444,754082.777777778,739707.166666667,741913.555555556,741360.555555556,742977.777777778,759271.666666667,762924.722222222,763771.555555556
